GroupId,QuizId,OrganizationId,SchemeOfWorkId
6484,2791,6484-2791-8464,8464
479,2791,479-2791-8464,8464
10753,7472,10753-7472-28237,28237
11327,16360,11327-16360-28228,28228
2116,5123,2116-5123-28228,28228
7285,5123,7285-5123-28228,28228
470,16377,470-16377-28237,28237
7401,16377,7401-16377-28237,28237
11578,11265,11578-11265-8425,8425
9649,6142,9649-6142-28237,28237
9937,13912,9937-13912-8425,8425
11578,13912,11578-13912-8425,8425
8713,13912,8713-13912-8425,8425
964,3435,964-3435-28228,28228
2035,3435,2035-3435-28228,28228
3930,3435,3930-3435-28228,28228
11093,3435,11093-3435-28228,28228
2547,8623,2547-8623-28237,28237
3772,1617,3772-1617-8425,8425
7334,1617,7334-1617-8425,8425
1029,1617,1029-1617-8425,8425
10959,1617,10959-1617-8420,8420
9652,7127,9652-7127-28228,28228
8769,4439,8769-4439-28237,28237
4975,7127,4975-7127-28228,28228
9158,7127,9158-7127-28228,28228
5007,849,5007-849-8425,8425
780,16377,780-16377-28237,28237
11791,11307,11791-11307-8425,8425
3274,7127,3274-7127-28228,28228
11826,7127,11826-7127-28228,28228
3925,5118,3925-5118-8425,8425
10232,5118,10232-5118-8425,8425
9916,5118,9916-5118-8425,8425
5446,3528,5446-3528-28237,28237
9649,3528,9649-3528-28237,28237
3171,3528,3171-3528-28228,28228
2772,5123,2772-5123-28228,28228
6489,5123,6489-5123-28228,28228
1156,5123,1156-5123-28228,28228
6729,8376,6729-8376-8425,8425
9857,8376,9857-8376-8425,8425
811,8376,811-8376-8425,8425
5765,8376,5765-8376-8425,8425
4933,8376,4933-8376-8425,8425
6035,8376,6035-8376-8425,8425
412,8376,412-8376-8425,8425
2012,8376,2012-8376-8425,8425
5841,8376,5841-8376-8425,8425
11758,8376,11758-8376-8425,8425
8695,8376,8695-8376-8425,8425
6104,8376,6104-8376-8425,8425
3157,8376,3157-8376-8425,8425
411,8376,411-8376-8425,8425
11686,4371,11686-4371-28237,28237
10720,4371,10720-4371-28237,28237
9427,4371,9427-4371-28237,28237
10263,4371,10263-4371-28237,28237
9158,12600,9158-12600-28228,28228
8769,4371,8769-4371-28237,28237
8672,4371,8672-4371-28237,28237
10527,4371,10527-4371-28237,28237
6021,12600,6021-12600-28228,28228
3553,12600,3553-12600-28228,28228
10914,4371,10914-4371-28237,28237
4085,12600,4085-12600-28228,28228
4248,12600,4248-12600-28228,28228
11093,12600,11093-12600-28228,28228
5272,12600,5272-12600-28228,28228
11561,12600,11561-12600-28228,28228
2208,4371,2208-4371-28237,28237
1766,12600,1766-12600-28228,28228
2313,12600,2313-12600-28228,28228
5192,12600,5192-12600-28228,28228
4246,12600,4246-12600-28228,28228
3930,12600,3930-12600-28228,28228
6054,12600,6054-12600-28228,28228
146,16119,146-16119-28237,28237
3157,5118,3157-5118-8420,8420
2757,5146,2757-5146-8464,8464
10979,6152,10979-6152-28237,28237
997,6152,997-6152-28237,28237
9427,6152,9427-6152-28237,28237
11342,6152,11342-6152-28237,28237
146,6152,146-6152-28237,28237
708,6152,708-6152-28237,28237
1824,6152,1824-6152-28237,28237
2630,6152,2630-6152-28237,28237
10753,6152,10753-6152-28237,28237
4808,6152,4808-6152-28237,28237
1228,6152,1228-6152-28237,28237
4335,6152,4335-6152-28237,28237
5881,6152,5881-6152-28237,28237
7450,6152,7450-6152-28237,28237
1086,6152,1086-6152-28237,28237
135,2791,135-2791-8464,8464
6170,2791,6170-2791-8464,8464
2757,2791,2757-2791-8464,8464
353,5439,353-5439-8464,8464
9857,2791,9857-2791-8464,8464
3697,5439,3697-5439-8464,8464
4715,6692,4715-6692-28237,28237
11093,4491,11093-4491-28228,28228
1736,8698,1736-8698-28228,28228
10753,5060,10753-5060-28237,28237
5998,5146,5998-5146-8464,8464
10720,16360,10720-16360-28237,28237
11218,16360,11218-16360-28228,28228
2681,16360,2681-16360-28228,28228
11513,5118,11513-5118-8420,8420
9649,15820,9649-15820-28237,28237
11561,3528,11561-3528-28228,28228
10753,4371,10753-4371-28237,28237
11388,15449,11388-15449-28228,28228
436,2791,436-2791-8464,8464
6656,13143,6656-13143-8464,8464
8695,13143,8695-13143-8464,8464
2757,8521,2757-8521-8425,8425
11575,8521,11575-8521-8425,8425
11570,2173,11570-2173-28237,28237
4447,12704,4447-12704-8425,8425
1283,4439,1283-4439-28237,28237
10035,4439,10035-4439-28237,28237
11791,9009,11791-9009-8464,8464
4553,9009,4553-9009-8464,8464
2031,9009,2031-9009-8464,8464
3427,3435,3427-3435-28228,28228
9857,849,9857-849-8425,8425
1029,849,1029-849-8425,8425
11218,4152,11218-4152-28228,28228
10918,4152,10918-4152-28228,28228
5836,13912,5836-13912-8425,8425
10753,8910,10753-8910-28237,28237
10630,13143,10630-13143-8464,8464
9472,13912,9472-13912-8425,8425
4095,9719,4095-9719-28237,28237
7068,3528,7068-3528-28228,28228
4795,3528,4795-3528-28237,28237
4684,12600,4684-12600-28228,28228
5259,1419,5259-1419-8464,8464
8804,1419,8804-1419-8464,8464
7541,11265,7541-11265-8425,8425
10720,6152,10720-6152-28237,28237
10839,4371,10839-4371-28237,28237
2262,3435,2262-3435-28228,28228
3690,7044,3690-7044-8464,8464
9649,16377,9649-16377-28237,28237
8506,12732,8506-12732-28237,28237
1173,12732,1173-12732-28237,28237
10035,12732,10035-12732-28237,28237
9649,12732,9649-12732-28237,28237
8087,12732,8087-12732-28237,28237
8181,12732,8181-12732-28237,28237
1086,12732,1086-12732-28237,28237
1424,12732,1424-12732-28237,28237
2208,12732,2208-12732-28237,28237
11436,12732,11436-12732-28237,28237
5448,12732,5448-12732-28237,28237
706,12732,706-12732-28237,28237
9472,7044,9472-7044-8464,8464
7246,13537,7246-13537-8425,8425
3346,1617,3346-1617-8425,8425
5064,1617,5064-1617-8420,8420
11513,1617,11513-1617-8420,8420
10753,5574,10753-5574-28237,28237
9283,5574,9283-5574-28237,28237
8087,4371,8087-4371-28237,28237
5051,7127,5051-7127-28228,28228
6991,5123,6991-5123-28228,28228
964,5123,964-5123-28228,28228
5964,5123,5964-5123-28228,28228
3443,5123,3443-5123-28228,28228
11513,11265,11513-11265-8425,8425
470,4371,470-4371-28237,28237
11366,5146,11366-5146-8464,8464
10630,2791,10630-2791-8464,8464
353,2791,353-2791-8464,8464
1228,5146,1228-5146-8464,8464
721,13912,721-13912-8420,8420
6729,8521,6729-8521-8425,8425
3157,8521,3157-8521-8425,8425
7246,8521,7246-8521-8425,8425
10839,12732,10839-12732-28237,28237
7368,9719,7368-9719-28237,28237
1283,9719,1283-9719-28237,28237
2788,7306,2788-7306-28228,28228
5446,5908,5446-5908-28237,28237
1283,10572,1283-10572-28237,28237
708,4439,708-4439-28237,28237
2547,4439,2547-4439-28237,28237
6202,7127,6202-7127-28228,28228
10753,4439,10753-4439-28237,28237
3157,1617,3157-1617-8425,8425
4033,1617,4033-1617-8425,8425
9532,1617,9532-1617-8425,8425
1778,7329,1778-7329-28237,28237
4808,7329,4808-7329-28237,28237
7192,15328,7192-15328-28228,28228
9488,8376,9488-8376-8425,8425
3697,8376,3697-8376-8425,8425
436,8376,436-8376-8425,8425
1876,13912,1876-13912-8420,8420
11318,12704,11318-12704-8425,8425
8087,7767,8087-7767-28237,28237
9220,13028,9220-13028-28237,28237
4095,15756,4095-15756-28237,28237
1424,5908,1424-5908-28237,28237
1780,5908,1780-5908-28228,28228
470,5908,470-5908-28237,28237
3690,5146,3690-5146-8464,8464
4033,5146,4033-5146-8464,8464
1732,15745,1732-15745-28237,28237
4095,15745,4095-15745-28237,28237
1529,473,1529-473-8464,8464
1086,16360,1086-16360-28237,28237
2213,16360,2213-16360-28237,28237
11570,12732,11570-12732-28237,28237
10755,12732,10755-12732-28237,28237
470,12732,470-12732-28237,28237
470,7329,470-7329-28237,28237
8087,5574,8087-5574-28237,28237
4864,5574,4864-5574-28237,28237
7417,10451,7417-10451-28228,28228
7192,10451,7192-10451-28228,28228
3077,9719,3077-9719-28237,28237
1297,8751,1297-8751-28237,28237
5850,15565,5850-15565-8386,8386
5087,15565,5087-15565-8386,8386
457,15565,457-15565-8386,8386
1630,15565,1630-15565-8386,8386
7420,15565,7420-15565-8386,8386
8336,15565,8336-15565-8386,8386
7172,15565,7172-15565-8386,8386
5621,15565,5621-15565-8386,8386
9475,15565,9475-15565-8386,8386
6092,15565,6092-15565-8386,8386
4567,15565,4567-15565-8386,8386
2069,15565,2069-15565-8386,8386
457,347,457-347-8386,8386
5850,347,5850-347-8386,8386
8336,347,8336-347-8386,8386
5087,347,5087-347-8386,8386
7420,347,7420-347-8386,8386
534,347,534-347-8386,8386
5744,347,5744-347-8386,8386
7172,347,7172-347-8386,8386
117,347,117-347-66487,66487
10145,347,10145-347-8386,8386
4036,347,4036-347-8386,8386
6989,347,6989-347-8386,8386
11514,347,11514-347-8386,8386
2973,347,2973-347-8386,8386
6880,347,6880-347-8386,8386
9475,347,9475-347-8386,8386
1395,347,1395-347-8386,8386
4567,347,4567-347-8386,8386
8176,347,8176-347-8386,8386
10811,347,10811-347-8386,8386
5621,347,5621-347-8386,8386
8432,347,8432-347-8386,8386
11817,347,11817-347-8386,8386
2389,347,2389-347-8386,8386
8978,347,8978-347-8386,8386
929,347,929-347-8386,8386
11595,347,11595-347-8386,8386
9662,2317,9662-2317-8386,8386
8336,2317,8336-2317-8386,8386
7976,2317,7976-2317-8386,8386
5087,2317,5087-2317-8386,8386
457,2317,457-2317-8386,8386
8552,2317,8552-2317-8386,8386
5850,2317,5850-2317-8386,8386
4201,2317,4201-2317-8386,8386
11514,2317,11514-2317-8386,8386
10343,2317,10343-2317-8386,8386
7172,2317,7172-2317-8386,8386
2389,2317,2389-2317-8386,8386
1630,2317,1630-2317-8386,8386
4567,2317,4567-2317-8386,8386
5075,2317,5075-2317-8386,8386
9172,2317,9172-2317-8386,8386
1395,2317,1395-2317-8386,8386
8432,2317,8432-2317-8386,8386
10811,2317,10811-2317-8386,8386
6880,2317,6880-2317-8386,8386
4036,2317,4036-2317-8386,8386
6799,2317,6799-2317-8386,8386
2794,2317,2794-2317-8386,8386
11595,2317,11595-2317-8386,8386
5850,11399,5850-11399-8386,8386
9662,11399,9662-11399-8386,8386
8336,11399,8336-11399-8386,8386
7976,11399,7976-11399-8386,8386
5087,11399,5087-11399-8386,8386
457,11399,457-11399-8386,8386
4201,11399,4201-11399-8386,8386
10343,11399,10343-11399-8386,8386
7420,11399,7420-11399-8386,8386
8581,11399,8581-11399-8386,8386
9922,11399,9922-11399-8386,8386
915,11399,915-11399-8386,8386
3978,11399,3978-11399-8386,8386
4567,11399,4567-11399-8386,8386
7172,11399,7172-11399-8386,8386
2093,11399,2093-11399-8386,8386
3931,11399,3931-11399-8386,8386
5621,11399,5621-11399-8386,8386
9475,11399,9475-11399-8386,8386
6092,11399,6092-11399-8386,8386
10019,11399,10019-11399-8386,8386
43,11399,43-11399-8386,8386
1307,11399,1307-11399-8386,8386
26,11399,26-11399-8386,8386
8176,2387,8176-2387-8386,8386
7976,2387,7976-2387-8386,8386
5087,2387,5087-2387-8386,8386
457,2387,457-2387-8386,8386
5850,2387,5850-2387-8386,8386
4201,2387,4201-2387-8386,8386
1778,2387,1778-2387-8386,8386
7172,2387,7172-2387-8386,8386
10113,2387,10113-2387-8386,8386
7303,2387,7303-2387-8386,8386
4694,2387,4694-2387-8386,8386
2093,2387,2093-2387-8386,8386
6588,2387,6588-2387-8386,8386
10343,2387,10343-2387-8386,8386
10593,2387,10593-2387-8386,8386
6092,2387,6092-2387-8386,8386
2756,2387,2756-2387-8386,8386
4567,2387,4567-2387-66487,66487
1307,2387,1307-2387-8386,8386
2335,2387,2335-2387-66487,66487
8336,2387,8336-2387-8386,8386
6074,2387,6074-2387-66487,66487
457,17134,457-17134-8386,8386
5087,17134,5087-17134-8386,8386
5744,17134,5744-17134-8386,8386
1853,17134,1853-17134-8386,8386
6989,17134,6989-17134-8386,8386
11514,17134,11514-17134-8386,8386
2389,17134,2389-17134-8386,8386
3816,17134,3816-17134-8386,8386
2973,17134,2973-17134-8386,8386
9475,17134,9475-17134-8386,8386
5838,17134,5838-17134-66487,66487
11477,17134,11477-17134-8386,8386
9606,17134,9606-17134-8386,8386
3472,17134,3472-17134-8386,8386
7172,17134,7172-17134-8386,8386
7420,17134,7420-17134-8386,8386
5621,17134,5621-17134-8386,8386
1307,17134,1307-17134-8386,8386
10019,17134,10019-17134-8386,8386
7303,17134,7303-17134-8386,8386
2397,17134,2397-17134-8386,8386
10145,17134,10145-17134-8386,8386
4576,17134,4576-17134-8386,8386
4569,17134,4569-17134-8386,8386
954,17134,954-17134-66487,66487
8978,17134,8978-17134-8386,8386
1513,17134,1513-17134-8386,8386
11677,17134,11677-17134-8386,8386
2335,17134,2335-17134-66487,66487
8219,17134,8219-17134-8386,8386
9797,17134,9797-17134-66487,66487
8176,17134,8176-17134-8386,8386
11595,17134,11595-17134-8386,8386
3687,7800,3687-7800-66487,66487
5850,2697,5850-2697-8386,8386
8336,2697,8336-2697-8386,8386
9247,7800,9247-7800-66487,66487
5087,2697,5087-2697-8386,8386
457,2697,457-2697-8386,8386
2432,7800,2432-7800-66487,66487
1962,2697,1962-2697-8386,8386
8619,2697,8619-2697-8386,8386
10228,7800,10228-7800-66487,66487
340,2697,340-2697-8386,8386
9413,2697,9413-2697-8386,8386
10149,2697,10149-2697-8386,8386
3687,2697,3687-2697-8386,8386
5445,7800,5445-7800-66487,66487
5744,2697,5744-2697-8386,8386
6989,2697,6989-2697-8386,8386
3503,2697,3503-2697-8386,8386
11351,2697,11351-2697-8386,8386
3825,2697,3825-2697-8386,8386
2093,2697,2093-2697-8386,8386
3829,7800,3829-7800-66487,66487
10781,7800,10781-7800-66487,66487
2973,2697,2973-2697-8386,8386
5234,2697,5234-2697-8386,8386
1630,2697,1630-2697-8386,8386
9878,2697,9878-2697-8386,8386
617,2697,617-2697-8386,8386
9215,7800,9215-7800-66487,66487
9172,2697,9172-2697-8386,8386
7172,2697,7172-2697-8386,8386
9816,7800,9816-7800-66487,66487
9606,2697,9606-2697-8386,8386
3816,2697,3816-2697-8386,8386
2794,2697,2794-2697-8386,8386
10149,7800,10149-7800-66487,66487
7420,2697,7420-2697-8386,8386
5621,2697,5621-2697-8386,8386
4189,2697,4189-2697-8386,8386
6092,2697,6092-2697-8386,8386
9215,2697,9215-2697-8386,8386
7314,7800,7314-7800-66487,66487
7303,2697,7303-2697-8386,8386
2335,7800,2335-7800-66487,66487
10145,2697,10145-2697-8386,8386
5582,2697,5582-2697-8386,8386
9475,2697,9475-2697-8386,8386
8499,2697,8499-2697-8386,8386
954,7800,954-7800-66487,66487
10779,7800,10779-7800-66487,66487
416,2697,416-2697-8386,8386
10697,7800,10697-7800-66487,66487
194,2697,194-2697-8386,8386
11477,2697,11477-2697-8386,8386
1307,2697,1307-2697-8386,8386
9816,2697,9816-2697-8386,8386
2389,2697,2389-2697-8386,8386
9662,12206,9662-12206-8386,8386
8336,12206,8336-12206-8386,8386
10343,12206,10343-12206-8386,8386
457,12206,457-12206-8386,8386
9215,10699,9215-10699-66487,66487
8432,12206,8432-12206-8386,8386
4569,12206,4569-12206-8386,8386
5087,12206,5087-12206-8386,8386
915,12206,915-12206-8386,8386
7976,12206,7976-12206-8386,8386
534,12206,534-12206-8386,8386
4201,12206,4201-12206-8386,8386
10228,10699,10228-10699-66487,66487
5850,12206,5850-12206-8386,8386
10149,10699,10149-10699-66487,66487
8552,12206,8552-12206-8386,8386
3687,10699,3687-10699-66487,66487
4036,12206,4036-12206-8386,8386
11514,12206,11514-12206-8386,8386
1395,12206,1395-12206-8386,8386
9816,10699,9816-10699-66487,66487
4189,12206,4189-12206-8386,8386
8619,10699,8619-10699-66487,66487
5838,10699,5838-10699-66487,66487
11481,10699,11481-10699-66487,66487
10811,12206,10811-12206-8386,8386
1513,12206,1513-12206-8386,8386
7172,12206,7172-12206-8386,8386
10781,10699,10781-10699-66487,66487
11817,12206,11817-12206-8386,8386
2335,10699,2335-10699-66487,66487
647,12206,647-12206-8386,8386
6839,10699,6839-10699-66487,66487
11595,12206,11595-12206-8386,8386
8336,12006,8336-12006-8386,8386
457,12006,457-12006-8386,8386
10593,12006,10593-12006-8386,8386
5850,12006,5850-12006-8386,8386
4201,12006,4201-12006-8386,8386
10343,12006,10343-12006-8386,8386
7172,12006,7172-12006-8386,8386
2756,12006,2756-12006-8386,8386
4694,12006,4694-12006-8386,8386
10572,12006,10572-12006-8386,8386
6588,12006,6588-12006-8386,8386
4567,12006,4567-12006-8386,8386
2093,12006,2093-12006-8386,8386
7420,12006,7420-12006-8386,8386
5621,12006,5621-12006-8386,8386
6092,12006,6092-12006-8386,8386
5087,12006,5087-12006-8386,8386
6989,12006,6989-12006-8386,8386
2093,11204,2093-11204-8386,8386
5850,11204,5850-11204-8386,8386
457,11204,457-11204-8386,8386
7651,11204,7651-11204-8386,8386
6080,11204,6080-11204-8386,8386
2389,11204,2389-11204-8386,8386
1307,11204,1307-11204-8386,8386
7172,11204,7172-11204-8386,8386
6142,11204,6142-11204-8386,8386
8336,11204,8336-11204-8386,8386
4569,2493,4569-2493-8386,8386
1630,17134,1630-17134-8386,8386
6092,17134,6092-17134-8386,8386
10195,17134,10195-17134-8386,8386
859,17134,859-17134-8386,8386
2093,15804,2093-15804-8386,8386
5850,15804,5850-15804-8386,8386
8336,15804,8336-15804-8386,8386
457,15804,457-15804-8386,8386
10781,15804,10781-15804-8386,8386
10228,15804,10228-15804-8386,8386
10343,15804,10343-15804-8386,8386
10149,15804,10149-15804-8386,8386
3687,15804,3687-15804-8386,8386
3978,15804,3978-15804-8386,8386
5075,15804,5075-15804-8386,8386
2794,15804,2794-15804-8386,8386
5087,15804,5087-15804-8386,8386
5234,15804,5234-15804-8386,8386
9172,15804,9172-15804-8386,8386
9215,15804,9215-15804-8386,8386
7172,15804,7172-15804-8386,8386
6092,15804,6092-15804-8386,8386
2389,15804,2389-15804-8386,8386
9816,15804,9816-15804-8386,8386
8619,7800,8619-7800-66487,66487
5838,7800,5838-7800-66487,66487
7275,2697,7275-2697-8386,8386
8619,15804,8619-15804-8386,8386
194,15804,194-15804-8386,8386
2093,515,2093-515-8386,8386
1630,515,1630-515-8386,8386
5087,515,5087-515-8386,8386
457,515,457-515-8386,8386
5850,515,5850-515-8386,8386
7172,515,7172-515-8386,8386
8336,515,8336-515-8386,8386
9606,515,9606-515-8386,8386
4567,515,4567-515-8386,8386
11481,7800,11481-7800-66487,66487
1344,515,1344-515-8386,8386
1249,4251,1249-4251-8386,8386
10195,4251,10195-4251-8386,8386
9662,4251,9662-4251-8386,8386
457,4251,457-4251-8386,8386
1630,4251,1630-4251-8386,8386
8552,4251,8552-4251-8386,8386
5087,4251,5087-4251-8386,8386
7976,4251,7976-4251-8386,8386
4201,4251,4201-4251-8386,8386
10343,4251,10343-4251-8386,8386
8336,4251,8336-4251-8386,8386
915,4251,915-4251-8386,8386
1513,4251,1513-4251-8386,8386
5075,4251,5075-4251-8386,8386
7172,4251,7172-4251-8386,8386
2389,4251,2389-4251-8386,8386
11514,4251,11514-4251-8386,8386
647,4251,647-4251-8386,8386
5838,2493,5838-2493-66487,66487
6439,7800,6439-7800-66487,66487
9878,2387,9878-2387-8386,8386
10343,7888,10343-7888-8386,8386
9662,7888,9662-7888-8386,8386
8336,7888,8336-7888-8386,8386
7976,7888,7976-7888-8386,8386
5087,7888,5087-7888-8386,8386
457,7888,457-7888-8386,8386
915,7888,915-7888-8386,8386
4201,7888,4201-7888-8386,8386
7172,7888,7172-7888-8386,8386
534,7888,534-7888-8386,8386
8552,7888,8552-7888-8386,8386
11514,7888,11514-7888-8386,8386
2389,7888,2389-7888-8386,8386
1630,7888,1630-7888-8386,8386
11477,7888,11477-7888-8386,8386
4567,7888,4567-7888-8386,8386
4036,7888,4036-7888-8386,8386
11595,7888,11595-7888-8386,8386
8176,14548,8176-14548-8386,8386
5850,14548,5850-14548-8386,8386
9662,14548,9662-14548-8386,8386
8336,14548,8336-14548-8386,8386
7976,14548,7976-14548-8386,8386
5087,14548,5087-14548-8386,8386
457,14548,457-14548-8386,8386
10343,14548,10343-14548-8386,8386
4201,14548,4201-14548-8386,8386
7172,14548,7172-14548-8386,8386
4567,14548,4567-14548-8386,8386
6588,14548,6588-14548-8386,8386
2389,14548,2389-14548-8386,8386
6092,14548,6092-14548-8386,8386
2093,14548,2093-14548-8386,8386
2093,4251,2093-4251-8386,8386
8978,4251,8978-4251-8386,8386
11595,4251,11595-4251-8386,8386
1630,15804,1630-15804-8386,8386
6145,12006,6145-12006-8386,8386
11477,12006,11477-12006-8386,8386
647,12006,647-12006-8386,8386
1630,11399,1630-11399-8386,8386
2822,11399,2822-11399-8386,8386
6145,2317,6145-2317-8386,8386
8176,1096,8176-1096-8386,8386
5850,1096,5850-1096-8386,8386
4567,1096,4567-1096-8386,8386
9662,1096,9662-1096-8386,8386
8336,1096,8336-1096-8386,8386
7976,1096,7976-1096-8386,8386
457,1096,457-1096-8386,8386
11616,1096,11616-1096-8386,8386
5087,1096,5087-1096-8386,8386
4201,1096,4201-1096-8386,8386
10343,1096,10343-1096-8386,8386
7172,1096,7172-1096-8386,8386
2093,1096,2093-1096-8386,8386
1630,347,1630-347-8386,8386
7383,347,7383-347-8386,8386
8219,515,8219-515-8386,8386
2069,1096,2069-1096-8386,8386
2093,14740,2093-14740-8386,8386
1630,14740,1630-14740-8386,8386
10593,14740,10593-14740-8386,8386
5850,14740,5850-14740-8386,8386
457,14740,457-14740-8386,8386
7172,14740,7172-14740-8386,8386
6092,14740,6092-14740-8386,8386
6142,14740,6142-14740-8386,8386
4227,14740,4227-14740-8386,8386
5308,10967,5308-10967-8386,8386
4567,4890,4567-4890-8386,8386
7976,4890,7976-4890-8386,8386
5087,4890,5087-4890-8386,8386
10343,4890,10343-4890-8386,8386
457,4890,457-4890-8386,8386
8336,4890,8336-4890-8386,8386
11514,4890,11514-4890-8386,8386
4201,4890,4201-4890-8386,8386
7172,4890,7172-4890-8386,8386
5445,4890,5445-4890-8386,8386
1630,4890,1630-4890-8386,8386
6439,4890,6439-4890-8386,8386
284,4890,284-4890-8386,8386
9662,4890,9662-4890-8386,8386
647,17134,647-17134-8386,8386
2389,15565,2389-15565-8386,8386
6092,1096,6092-1096-8386,8386
1085,14740,1085-14740-8386,8386
457,16696,457-16696-8386,8386
5075,16696,5075-16696-8386,8386
3978,16696,3978-16696-8386,8386
9662,16696,9662-16696-8386,8386
8336,16696,8336-16696-8386,8386
5087,16696,5087-16696-8386,8386
1630,16696,1630-16696-8386,8386
8552,16696,8552-16696-8386,8386
915,16696,915-16696-8386,8386
7976,16696,7976-16696-8386,8386
10811,16696,10811-16696-8386,8386
4201,16696,4201-16696-8386,8386
10343,16696,10343-16696-8386,8386
5850,16696,5850-16696-8386,8386
7172,16696,7172-16696-8386,8386
11514,16696,11514-16696-8386,8386
9172,16696,9172-16696-8386,8386
2389,16696,2389-16696-8386,8386
4567,16696,4567-16696-8386,8386
3825,16696,3825-16696-8386,8386
7383,16696,7383-16696-8386,8386
8432,16696,8432-16696-8386,8386
11595,16696,11595-16696-8386,8386
8176,15804,8176-15804-8386,8386
4569,16696,4569-16696-8386,8386
1395,16696,1395-16696-8386,8386
11677,16696,11677-16696-8386,8386
929,15565,929-15565-8386,8386
1630,12206,1630-12206-8386,8386
10195,12206,10195-12206-8386,8386
2389,12006,2389-12006-8386,8386
11477,14548,11477-14548-8386,8386
1630,1096,1630-1096-8386,8386
359,12006,359-12006-8386,8386
5850,4251,5850-4251-8386,8386
11477,2387,11477-2387-8386,8386
10343,12849,10343-12849-8386,8386
9878,12849,9878-12849-8386,8386
3825,12849,3825-12849-8386,8386
5087,12849,5087-12849-8386,8386
457,12849,457-12849-8386,8386
1630,12849,1630-12849-8386,8386
1962,12849,1962-12849-8386,8386
9172,12849,9172-12849-8386,8386
5221,12849,5221-12849-8386,8386
340,12849,340-12849-8386,8386
2794,12849,2794-12849-8386,8386
7275,12849,7275-12849-8386,8386
5234,12849,5234-12849-8386,8386
4189,12849,4189-12849-8386,8386
2370,12849,2370-12849-8386,8386
2095,12849,2095-12849-8386,8386
11514,12849,11514-12849-8386,8386
617,12849,617-12849-8386,8386
5075,12849,5075-12849-8386,8386
2389,12849,2389-12849-8386,8386
4569,12849,4569-12849-8386,8386
1661,12849,1661-12849-8386,8386
8336,12849,8336-12849-8386,8386
5838,13381,5838-13381-66487,66487
7172,12849,7172-12849-8386,8386
194,12849,194-12849-8386,8386
4567,12849,4567-12849-8386,8386
8432,12849,8432-12849-8386,8386
10811,12849,10811-12849-8386,8386
11477,12849,11477-12849-8386,8386
11595,12849,11595-12849-8386,8386
10781,2697,10781-2697-8386,8386
1513,347,1513-347-8386,8386
5850,4890,5850-4890-8386,8386
340,16696,340-16696-8386,8386
6880,4890,6880-4890-8386,8386
1925,7574,1925-7574-8386,8386
10343,7574,10343-7574-8386,8386
10240,7574,10240-7574-8386,8386
117,7574,117-7574-66487,66487
10195,7574,10195-7574-8386,8386
5043,16573,5043-16573-8388,8388
5880,16573,5880-16573-8388,8388
1366,16573,1366-16573-8388,8388
4882,16573,4882-16573-8388,8388
3307,16573,3307-16573-8388,8388
6080,16573,6080-16573-8388,8388
3597,16573,3597-16573-8388,8388
345,16573,345-16573-8388,8388
9594,16573,9594-16573-8388,8388
3707,16573,3707-16573-8388,8388
3514,16573,3514-16573-8388,8388
9599,16573,9599-16573-8388,8388
410,16573,410-16573-8388,8388
5582,16573,5582-16573-8388,8388
6145,16573,6145-16573-8388,8388
8288,16573,8288-16573-8388,8388
1063,16573,1063-16573-8388,8388
2189,16573,2189-16573-8388,8388
7841,16573,7841-16573-8388,8388
2270,16573,2270-16573-8388,8388
9496,16573,9496-16573-8388,8388
2608,16573,2608-16573-8388,8388
2593,16573,2593-16573-8388,8388
3707,16390,3707-16390-8388,8388
4882,16390,4882-16390-8388,8388
345,16390,345-16390-8388,8388
3597,16390,3597-16390-8388,8388
7303,16390,7303-16390-8388,8388
5880,16390,5880-16390-8388,8388
5582,16390,5582-16390-8388,8388
3514,16390,3514-16390-8388,8388
5110,16390,5110-16390-8388,8388
3307,16390,3307-16390-8388,8388
1366,16390,1366-16390-8388,8388
9599,16390,9599-16390-8388,8388
10635,16390,10635-16390-8388,8388
9594,16390,9594-16390-8388,8388
1063,16390,1063-16390-8388,8388
1534,16390,1534-16390-8388,8388
2189,16390,2189-16390-8388,8388
2270,16390,2270-16390-8388,8388
5043,16390,5043-16390-8388,8388
8499,16390,8499-16390-8388,8388
9496,16390,9496-16390-8388,8388
6923,16390,6923-16390-8388,8388
7841,16390,7841-16390-8388,8388
7012,13021,7012-13021-66488,66488
5880,15721,5880-15721-8388,8388
7335,15721,7335-15721-66488,66488
9413,15721,9413-15721-8388,8388
345,15721,345-15721-8388,8388
9594,15721,9594-15721-8388,8388
3503,15721,3503-15721-8388,8388
3597,15721,3597-15721-8388,8388
11351,15721,11351-15721-8388,8388
3514,15721,3514-15721-8388,8388
948,15721,948-15721-8388,8388
1366,15721,1366-15721-8388,8388
410,15721,410-15721-66488,66488
1063,15721,1063-15721-8388,8388
8288,15721,8288-15721-66488,66488
4882,15721,4882-15721-8388,8388
8499,15721,8499-15721-8388,8388
7841,15721,7841-15721-8388,8388
410,9143,410-9143-8388,8388
3707,9143,3707-9143-8388,8388
5880,9143,5880-9143-8388,8388
3307,9143,3307-9143-8388,8388
1366,9143,1366-9143-8388,8388
3597,9143,3597-9143-8388,8388
7303,9143,7303-9143-8388,8388
9594,9143,9594-9143-8388,8388
5582,9143,5582-9143-8388,8388
4882,9143,4882-9143-8388,8388
785,9143,785-9143-8388,8388
9599,9143,9599-9143-8388,8388
